candidate_id,mpid,full_name,photo_url,birthdate,gender,ethnicity,religion,education,occupation,ward_village,house,state,constituency_name,constituency_number,ST_PCODE,DT_PCODE,TS_PCODE,AM_PCODE,party,independent_logo,father,father_nationality,father_religion,mother,mother_nationality,mother_religion,votes,election
1e13a2f1d2432e73ef72e4c8877f9618,,ဦးခင်မောင်အေး,https://storage.googleapis.com/staticassets/candidate-photos/2017/AMT_UKhinMaungAye.PNG,2/6/1955,M,ဗမာ,ဗုဒ္ဓ,"M.A(English),MPA,DIR,DOS,Dip-Erg,BSC.",အယ်ဒီတာချုပ်၊The New Light of Myanmar,-,အမျိုးသားလွှတ်တော်,ရန်ကုန်,ရန်ကုန်,6,MMR013,,,MMR013HLA006,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,,ဦးအောင်ဉာဏ်,ဗမာ,ဗုဒ္ဓ,ဒေါ်သိန်း,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
308bffab0c95555a5920e4d3f509badc,,ဦးမြင့်ကြည်,https://storage.googleapis.com/staticassets/candidate-photos/2017/AMT_UMyintKyi.PNG,7/27/1952,M,ဗမာ,ဗုဒ္ဓ,B.Sc (Chem),ကုန်သည်,ဗဟန်း၊ကျိုက္ကဆံရပ်,အမျိုးသားလွှတ်တော်,ရန်ကုန်,ရန်ကုန်,6,MMR013,,,MMR013HLA006,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),,ဦးလှအောင် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်ခင်ညွှန့် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
d64a48eb2e172f5c5cacefb427f008db,,ဦးသက်ထွန်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/AMT_UThetTun.PNG,1/15/1965,M,ဗမာ,ဗုဒ္ဓ,"B.Sc (Amaths),D.A.Psy,MBA",သုတေသီ,အမှတ် ၁၁ ရပ်ကွက်၊လမ်းမတော်၊ရန်ကုန်တိုင်း။,အမျိုးသားလွှတ်တော်,ရန်ကုန်,ရန်ကုန်,6,MMR013,,,MMR013HLA006,အမျိုးသားတိုးတက်ရေးပါတီ,,ဦးတင်အေး,ဗမာ,ဗုဒ္ဓ,ဒေါ်ခင်သွယ်,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
c32bf97b60da1fb5799d40f5e26caecc,,ဒေါက်တာမောင်မောင်,https://storage.cloud.google.com/staticassets/candidate-photos/2017/AMT_DrMaungMaung.PNG,4/12/1948,M,ဗမာ,ဗုဒ္ဓ,"B.D.S,F.I.CC D.E,F.I.CD,အဘိဓမ္မဓရ ",သွားနှင့်ခံတွင်းဆရာဝန်,(၁၁)၇ပ်ကွက်၊လှိုင်မြို့နယ်,အမျိုးသားလွှတ်တော်,ရန်ကုန်,ရန်ကုန်,6,MMR013,,,MMR013HLA006,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,,ဦးကြည် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်သိန်းကြည် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,75299,2017ByElection
7d86e1d05385cb8fecb5b20837061776,,ဒေါ်နီလာအုန်း(ခ)ဒေါ်တိုက်အိန္ဒြေဦး,https://storage.googleapis.com/staticassets/candidate-photos/2017/AMT_DawNilarOhn(Ka)DawTiteEainDraOo.PNG,4/1/1967,F,ဗမာ,ဗုဒ္ဓ,B.Sc (Zoology),ရတနာရောင်းဝယ်ရေးလုပ်ငန်း,အမှတ်(၁)ရပ်ကွက်,အမျိုးသားလွှတ်တော်,ရန်ကုန်,ရန်ကုန်,6,MMR013,,,MMR013HLA006,တစ်သီးပုဂ္ဂလ,https://storage.googleapis.com/staticassets/independent_logos/Yangon_Yangon6_DawNilarOhn.jpg,ဦးအုန်းမောင် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်လှသန်း,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
a0330165f8445ddb35a32ca13ef9e265,,ဦးစိန်မောင်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_USainMaung.PNG,9/20/1948,M,ဗမာ ,ဗုဒ္ဓ,(၉)တန်း၊ တန်းမြင့်ကျောင်းထွက် စာမေးပွဲအောင်,စီမံ၊စီးပွားဝန်ကြီး (အငြိမ်းစား),−,ပြည်သူ့လွှတ်တော်,စစ်ကိုင်း,မုံရွာမဲဆန္ဒနယ်,0,MMR005,MMR005D003,MMR005012,,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,,ဦးဘမောင် (ကွယ်လွန်),ဗမာ ,ဗုဒ္ဓ,ဒေါ်ကံရှိ (ကွယ်လွန်),ဗမာ ,ဗုဒ္ဓ,-1,2017ByElection
c115afc8d27eeb7e426e5de6bdb647f3,,ဦးညွန့်လှိုင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UNyuntHlaing.PNG,3/11/1970,M,ဗမာ,ဗုဒ္ဓ,"B.A, International Master of Public Administration (China)",ခြံလုပ်ငန်း,−,ပြည်သူ့လွှတ်တော်,စစ်ကိုင်း,မုံရွာမဲဆန္ဒနယ်,0,MMR005,MMR005D003,MMR005012,,အမျိုးသားတိုးတက်ရေးပါတီ,,ဦးပေါစံ (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်အုန်းကျင်,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
bca976de386a717a00b2e756f91b42cd,,ဦးညွန့်အောင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UNyuntAung.PNG,2/11/1972,M,ဗမာ,ဗုဒ္ဓ,B.Sc တန်းအောင်,ကားအငှားလုပ်ငန်း,ရန်ကင်းရပ်ကွက်,ပြည်သူ့လွှတ်တော်,စစ်ကိုင်း,မုံရွာမဲဆန္ဒနယ်,0,MMR005,MMR005D003,MMR005012,,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,,ဦးသန်းဝင်း,ဗမာ,ဗုဒ္ဓ,ဒေါ်ခင်မြင့်,ဗမာ,ဗုဒ္ဓ,95923,2017ByElection
5c72dd8b41beb7093036e946c593b652,,ဒေါက်တာဝင်းမြင့်အောင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_DrWinMyintAung.PNG,11/28/1956,M,ဗမာ,ဗုဒ္ဓ,"M.B, B.S",ဆရာဝန်,အလယ်ရပ်ကွက်,ပြည်သူ့လွှတ်တော်,စစ်ကိုင်း,မုံရွာမဲဆန္ဒနယ်,0,MMR005,MMR005D003,MMR005012,,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,,ဦးခင်လှ (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်အေးကြည် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
bf96633cc75f1c076c8f7663e11a5178,,ဒေါက်တာသန်းထိုက်ဦး,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_DrThenHtikeOo.PNG,8/14/1970,M,ဗမာ,ဗုဒ္ဓ,"Ph.D (H.C) (Sirilamka), F.R.C.P(M.A)",ဟိုမီယိုပက်သစ်ဆေးပညာရှင်၊ M.D-Great General Business Group,တံခွန်တိုင်ရပ်ကွက်၊ ပြည်ကြီးတံခွန်မြို့နယ်၊ မရှိ(နိုင်ငံရေးအကျဉ်းသားဖြစ်ခဲ့၍),ပြည်သူ့လွှတ်တော်,စစ်ကိုင်း,မုံရွာမဲဆန္ဒနယ်,0,MMR005,MMR005D003,MMR005012,,ပြည်သူ့ဒီမိုကရေစီပါတီ,,ဦးမြင့်သိန်း,ဗမာ,ဗုဒ္ဓ,ဒေါ်ဝင်းကြည်မေ,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
40986c8c582979c7054bd646157e984a,,ဦးတင့်ဝေ,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UTintWai.PNG,6/7/1947,M,မွန်,ဗုဒ္ဓ,တန်းမြင့်ကျောင်းထွက်အောင်,မူ/အုပ် (အငြိမ်းစား),နတ်မှော်ကျေးရွာအုပ်စု,ပြည်သူ့လွှတ်တော်,မွန်,ချောင်းဆုံမဲဆန္ဒနယ်,0,MMR011,MMR011D001,MMR011003,,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,,ဦးအောင်သူ (ကွယ်လွန်),မွန်,ဗုဒ္ဓ,ဒေါ်ရင်ငွေ (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
9ca020eb680dd39887b5c6134f120586,,နိုင်စိန်မြမောင် (ခ) နိုင်မြမောင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_NaingSainMg%40NaingMyaMg.PNG,3/6/1952,M,မွန်,ဗုဒ္ဓ,LL.B ၊ JATC,(အငြိမ်းစား) ကျောင်းဆရာ,သံဖြူဇရပ်မြို့၊ ကြံ့ခိုင်ရေးရပ်ကွက်,ပြည်သူ့လွှတ်တော်,မွန်,ချောင်းဆုံမဲဆန္ဒနယ်,0,MMR011,MMR011D001,MMR011003,,မွန်အမျိုးသားပါတီ,,နိုင်စံတင်,မွန်,ဗုဒ္ဓ,မိလှမယ်,မွန်,ဗုဒ္ဓ,-1,2017ByElection
eeb339ecb4fa5c0532039b9be4b9e6ae,,ဦးဝင်းထွဋ် (ခ) ဦးမြဝင်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UWinHtout%40UMyaWin.PNG,12/7/1956,M,မွန်,ဗုဒ္ဓ,A.G.T.I (Civil Engineering),ဆည်မြောင်းဦးစီးဌာန၊ ဦးစီးမှူး (အငြိမ်စား),ကမာမိုကျေးရွာအုပ်စု,ပြည်သူ့လွှတ်တော်,မွန်,ချောင်းဆုံမဲဆန္ဒနယ်,0,MMR011,MMR011D001,MMR011003,,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,,ဦးထွန်းအေး (ကွယ်လွန်),မွန်,ဗုဒ္ဓ,ဒေါ်သိန်းမြ,မွန်,ဗုဒ္ဓ,-1,2017ByElection
41f4874b4ce2cbf579fffbeecd08d7a0,,ဦးအေးဝင်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UAyeWin.PNG,10/20/1967,M,ဗမာ,ဗုဒ္ဓ,B.Sc (Chemistry),ကုန်သည် (ဈေးရောင်း),ရေတွင်းကုန်း၊ ခရိုက်ဒူး,ပြည်သူ့လွှတ်တော်,မွန်,ချောင်းဆုံမဲဆန္ဒနယ်,0,MMR011,MMR011D001,MMR011003,,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,,ဦးငွေမောင် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်ထားရီ (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
e493f4cfb739ce84a531b720fafb3063,,ဦးအောင်ကြည်သိန်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UAungKyiThein.PNG,5/29/1958,M,မွန်,ဗုဒ္ဓ,B.E (MECHANICAL),ညွှန်ကြားရေးမှူး (ငြိမ်း),ကွမ်ရိုက်ကျေးရွာ,ပြည်သူ့လွှတ်တော်,မွန်,ချောင်းဆုံမဲဆန္ဒနယ်,0,MMR011,MMR011D001,MMR011003,,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,,ဦးမြမွှေး (ကွယ်လွန်),မွန်,ဗုဒ္ဓ,ဒေါ်လှမေ (ကွယ်လွန်),မွန်,ဗုဒ္ဓ,19667,2017ByElection
e56af6d5c6ac572a9d9af5ff89e329d1,,ဦးဇော်လင်းအောင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UZawLinAg.PNG,6/3/1984,M,ရခိုင်,ဗုဒ္ဓ,"First Year (Humanity) Mahachulalongkorn University, Bangkok Thailand",ဖုန်းအပိုပစ္စည်းအရောင်းဆိုင်,အမှတ်(၃)ရပ်ကွက်၊ အမ်းမြို့,ပြည်သူ့လွှတ်တော်,ရခိုင်,အမ်းမဲဆန္ဒနယ်,0,MMR012,MMR012D003,MMR012014,,တစ်သီးပုဂ္ဂလ,https://storage.googleapis.com/staticassets/independent_logos/Rakhine_ann_UZawLinAung.jpg,ဦးဝင်းအောင် (သေဆုံး),ရခိုင်,ဗုဒ္ဓ,ဒေါ်မတင်အောင်,ရခိုင်,ဗုဒ္ဓ,-1,2017ByElection
cd9f9b2fd87f24a3910885eb1c4d811e,,ဦးဇော်ဝင်းမြင့်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UZawWinMyint.PNG,8/17/1960,M,ရခိုင်,ဗုဒ္ဓ,တတိယနှစ် (ပထဝီ)၊ စစ်တွေဒီဂရီကော်လိပ်,စာအုပ်စာရေးကရိယာအရောင်းဆိုင်,အမှတ်(၅)၊ ဈေးတောင်ရပ်ကွက်၊ အမ်းမြို့,ပြည်သူ့လွှတ်တော်,ရခိုင်,အမ်းမဲဆန္ဒနယ်,0,MMR012,MMR012D003,MMR012014,,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,,ဦးကျော်မြအောင်,ရခိုင်,ဗုဒ္ဓ,ဒေါ်တင်ရီ,ရခိုင်,ဗုဒ္ဓ,-1,2017ByElection
7a00653e6b8e0da1b0b76e3f9eedcab4,,ဦးသောင်းငြိမ်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UThaingNyain.PNG,11/7/1963,M,ရခိုင်,ဗုဒ္ဓ,ဒုတိယနှစ် (သမိုင်း),ပညာရေး(ငြိမ်း),တပ်တောင်မြို့၊ အမှတ် (၂) ရပ်ကွက်,ပြည်သူ့လွှတ်တော်,ရခိုင်,အမ်းမဲဆန္ဒနယ်,0,MMR012,MMR012D003,MMR012014,,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,,ဦးမောင်ရီ,ရခိုင်,ဗုဒ္ဓ,ဒေါ်သိန်းကြည်,ရခိုင်,ဗုဒ္ဓ,-1,2017ByElection
217567ae78736d58abba5fe7ab7029bd,,ဒေါက်တာအေးမောင်,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_DrAyeMg.PNG,11/1/1957,M,ရခိုင်,ဗုဒ္ဓ,B.V.S (ygn),လ/ထညွှန်မှူး (ငြိမ်း) မွေး−ကုဦးစီးဌာန,စစ်တွေမြို့၊ အိုးတန်းရပ်ကွက်,ပြည်သူ့လွှတ်တော်,ရခိုင်,အမ်းမဲဆန္ဒနယ်,0,MMR012,MMR012D003,MMR012014,,ရခိုင်အမျိုးသားပါတီ,,ဦးမောင်လှစိန် (ကွယ်လွန်),ရခိုင်,ဗုဒ္ဓ,ဒေါ်သွင်ညိုဖြူ,ရခိုင်,ဗုဒ္ဓ,21794,2017ByElection
2931091d7d1ce71b40ec5a878b57a587,,ဦးကျားကြီး,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UKyarKyi.PNG,4/4/1963,M,ရခိုင်,ဗုဒ္ဓ,(၅)တန်း,ဈေးရောင်း,လှိုင်သာယာမြို့၊ (၂၀) ရပ်ကွက်,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),,ဦးပေါလုံး,ရခိုင်,ဗုဒ္ဓ,ဒေါ်အောင်စိန်သာ,ရခိုင်,ဗုဒ္ဓ,-1,2017ByElection
6bd9fa40aec889f41601b1bab4b80cc8,,ဦးကျော်သန်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UKyawThan.PNG,1/5/1954,M,ဗမာ,ဗုဒ္ဓ,သဒ္ဒါ−သင်္ဂြိုလ်(အခြေခံ)−ဘကကျောင်း,ကုန်တင်ကားလုပ်ငန်း,မဥ/(ဋ)ရပ်ကွက်,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,တစ်သီးပုဂ္ဂလ,https://storage.googleapis.com/staticassets/independent_logos/Yangon_HlaingTharYar_UKyawThan.jpg,ဦးကြံကြီး,ဗမာ,ဗုဒ္ဓ,ဒေါ်နှံ,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
7d5d23c8cc58a68b1927c441933f1a2a,,ဦးတင်ယု,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UTinYu.PNG,2/9/1957,M,ဗမာ,ဗုဒ္ဓ,LLB(ဥပဒေဘွဲ့),တရားလွှတ်တော်ရှေ့နေ,အမှတ် (၇)ရပ်ကွက်၊ လှိုင်သာယာမြို့နယ်,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,,ဦးအုန်းစိန် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်အေးမြင့် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
549c555ffe1471c4537e0d36d55b0908,,ဦးနေလင်းဦး,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UNayLinOo.PNG,11/13/1965,M,ဗမာ,ဗုဒ္ဓ,(၉)တန်း,အရောင်းအဝယ်,−,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,ပြည်သူ့အကျိုးပြုကျောင်းသားများဒီမိုကရေစီပါတီ,,ဦးလှသွင်,ဗမာ,ဗုဒ္ဓ,ဒေါ်အုန်းကြည်,ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
e940c40e0eb142e309ac5caae407eb1c,,ဦးမောင်ဝင်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UMaungWin.PNG,4/5/1944,M,ဗမာ,ဗုဒ္ဓ,"LL.B, MABL, DBL, DIR App:(Psy), DOS",အထက်တန်းရှေ့နေ−စဉ်(၂၄၆၅၂),လှိုင်သာယာမြို့နယ်− (၄) ရပ်ကွက်,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,တစ်သီးပုဂ္ဂလ,https://storage.googleapis.com/staticassets/independent_logos/Yangon_HlaingTharYar_UMaungWin.jpg,ဦးကျော် (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,ဒေါ်ဧကြူ (ကွယ်လွန်),ဗမာ,ဗုဒ္ဓ,-1,2017ByElection
a146f100d5c8828294f1a073e1770039,,ဦးဝင်းမင်း,https://storage.googleapis.com/staticassets/candidate-photos/2017/PY_UWinMin.PNG,10/9/1968,M,ဗမာ,ဗုဒ္ဓ,နဝမတန်း,ဆန်−စပါး အရောင်းအဝယ်,မကျည်းတန်း၊ တ/န ရပ်ကွက်၊ ကြည့်မြင်တိုင်,ပြည်သူ့လွှတ်တော်,ရန်ကုန်,လှိုင်သာယာမဲဆန္ဒနယ်,0,MMR013,MMR013D001,MMR013008,,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,,ဦးတင်ရီ,ဗမာ,ဗုဒ္ဓ,ဒေါ်မြမူ,ဗမာ,ဗုဒ္ဓ,31369,2017ByElection
